Comment_Title,Review
Around 40k perfect price,The phone is decent.If you get it for 40k then it makes sense but any more than that its not worth much
Genuine product,Amazing choice
Apple you’ll are the best,Apple you’ll are the best
XR,Amazing going back to Apple again after 4 years. Great phone
Nothing,2 camera  like iPhone 7 plus
Goood,The camera quality is very good although the phone seems to work comparatively slow than other models of iphone
Best Iphone for longer usage,Best battery life
Great phone,Love this phone
Worth to buy,"I brought it in 39,000. I think worth to buy in this price  . Very good camera."
nice finishing,awesome phone
Budget phone,Batter life is good comparatively with other IPhones.
Fully contented with the purchase.,Received this with good packaging. iphone is working efficient. No complaint the product.
5,Good
Good phone,Looks are xcellent
A,Superb cell
Very good at 41k,It’s awesome
Old,Old
good,good
Ok product,Touch screen isn’t sensitive
Amazing,Great as always. I like apple
in my budget for apple,nice phone
Salute for this phone,Awesome thanks apple
Simply Awesome,Amazing cell ph... battery and the camera is great as well...Thank you Amazon
Super,Nice
Nice product,Nice product
Thank You Amazon for a great deal,"Always n iPhone fan. So, XR for me was an obvious buy"
NIce phone,Good phone with good look
Worth it,Good phone
Love,I like all functions in xr specially battery ad camera full money budget
Great phone,"Apple , the brand is enough , elegant design , excellent software"
Just Awesome..and fully satisfied..,just AWESOME and fully satisfied with overall performance of my i phone xr ..thnx Amazon for delivery on time...
Good!,Good buy
Weighty & Manly,Nice.... Weighty..... Feeling good
Excellent product from amazon,Thanks to Amazon for providing original product. On time. Love Amazon
iPhone,I like the camera quality
Great,Great
Iphone,Good
Amazing product,I loved it... however can I buy one more in same price as last one.
Iphone xr red,I loved it
Best phone under 45K,Face ID is bit slow sometimes.
UNRESPONSIVE IN APPS,SOME TIME UNRESPONSIVE IN APPS
Good,It’s very good .. camera quality is good ... outlook is good.. screen size is apt.
hate apple,bakwass mobile
Good phone love build quality,Too good better than Samsung S20
Value for money,Just go ahead if you are on a budget.Best phone out there if you are looking for I0s
Not worth at all against this price,Battery life not good and it don’t detects face at times to unlock and I received faulty charger which is not working
There is some problem with my mobile,Screen touche is not so good
One of the best Phone long battery life in an iPhone is like dream come true,All in one best phone XREspecially battery life14 hours damn cool
Mic quality is so worst,Mic quality is so worst
Value,Good value
Good,"Its I phone, of course  it has to be best."
Great product,Awesome
Ok,Good
Excellent quality and value for money.,The speed of the processor and the camera quality .
Awesome phone...,Awesome phone...excellent battery backup.And good overall performance.
"speed, features, battery life, all good","speed, features, battery life, all good"
Good,"Every thing ok,but camera is not up to excepted level"
Good,Its very smooth and also camera is awesome i am enjoying lott with this
Not worth the price,Its not worth to buy an Iphone. My phone hangs and the screen freezes. Not a good phone to buy at this price.
Performance,Love this phone
Grabbed 128 Gb in less than 49k thanks to amazon,Received original iPhone XR grabbed it with huge discountHappy with the product quality
Awesome,Make delivery faster
XR,👌👌
JUST AMAZING !!  AMAZON,JUST AMZINY!!Got it for only 42999 awesome phone in this range
This product are ultimate..!!,Nice phone in this price..!!
Worth for cost,It was good experience with using this phone for last one month from my purchase
Best that i ever purchased,Excellent phone n best quality features. It is more than my expectation.
Phone is hanging too often,Phone is hanging too often
Super,This is first I love Steve job you are great
XR,Got it in 50k. That was a superb deal
Nice,Great phone
Super quality product,Everything is super awesome
It's giid,I am not finger Sprint
Amazing phone,Classy product
Worst product,Dont buy this product
Defective product,Defective product received
Go for it,Overall good
Good,Shirt time Price drop
iPhone XR,Loving it to the core 😍😍
Nice phone,Nice device
My first Iphone and I feel 100% Wow,Face detection is so good.No hangingBattery life in comparable. Woww
Great,Hreat
"Not good, waste of money","Got iPhone yesterday, at places there were Dent and also has network and ringtone problem"
face lock is veryy bad,value of money
Value for money,Value for money
Performance beast,Amazing photoIt’s a beast in a glamorous look
iPhone is iPhone,Everything is good as per promising
Nice one,Satisfied with the phone
Good quality product!,I feel the battery gets drained so fast.. also it is a little bulky..
iPhone XR,N.A
Waste of money.... Very expensive,Worst productVery difficult to repair once broken...
Thanks amazon,iPhone is nice phone velue for money
Amazon is verify,Handsome very good software and phone
Great buy at 42k!!!!,Camera : 5/5OS : 5/5Display : 3.5/5Battery : 5/5
Red has gorgeous look,"This is first iPhone i have ever used, super quality & battery life is Amazing.Camera quality is also good."
Apple at its best,Pros:1. Camera2. Touch3. DisplayCons:1. Time to charge battery
Very good,Good
Awesome battery life,Great battery life and good value for money if you don’t want to pay stupid money for the XS version.
Good mobile,"Even though display is 720p ,clarity is good but price can be reduced"
Excellent camera,Excellent camera. Great experience. You can’t go wrong with IPhone.
Touch and performance not good,Performance is not up to level
if you don't have iphone you won't have iphone,best best best battery life of all time iphones.......thanku apple and thanku amazon for fast delivery.
Phone does not start,The new phone I ordered and just doesn’t start ... Dissapointed and how
PERFECT.....,"Osm , fantastic and perfect or more than perfectMeans a lot..... than ecceptation"
Value for money,Beautiful mobile m in love with I phone xr
Don't buy,Using after 10 days did not swiched on even charge the phone and amazon return policy very bad....
Excellent product,Extremely user friendly
Good,Phone is very good but packaging was not warped with bubble wrapper
Great product,Battery life is great. Overall the product is nice
Top line Quality,Excellent product. That’s why Apples are costly. Worth it
Beast,Fantastic phone
Value for money,Worth for every penny
Happy iPhone,Camera quality is good
Apple is a benchmark mobile,No finger print readerOther aspects of mobile are quite good
Loved it,Product is > than what we expected !!!Display improved+
Good quality camera,Camera quality....
Super,Super
Great phone,Great phone
Apple is apple ..,Apple is apple..
Very good experience,Very good experience
Superb phone,Face ID is superb. Overall a good phone.
Original product delivered by amazon,Everything is good
Damaged product,The front. Speaker is. Not. Working.. the. Very. First. Day please don't. Buy. From. Amazon
Super,"Awesome phone, got it at a great price during Amazon Diwali Sale"
Good but not delighting one,It’s good phone but didn’t make me delighted anyway.
👍,Very good phone. Battery works for near about 10hr +
Very much satisfied,Good in all expectations
The user interface and Camera,There is no finger-print reader for iPhone XR
Excellent,Awesome phone to use slightly heavy but very good battery life and performance.
Earphone damaged in 4 months,In 4 months my earphone got complaint.its not working properly.
Apple is loosing credibility due to XR.,"battery is very poor, camera quality is dull."
XR rockzzz,"Its really awesome,best price ever ❤️No more reviews needed bcz its apple😍"
Fantastic phone,Awesome phone.... great camera and lovely battery life.
Excellent in every way,"Excellent in every way, except that it's too big to sometimes fit my clutch purse."
Ultimate,"Its really nice model from apple. Liked it very much nice battery life, camera and sound super."
Just go for it,Excellent user experience is damn good
Great one,Great phone
Overall good,No fingerprint reader
XR, Osm look and gd camera quality🤩 loved iphone XR🔥
Shettan ka sallaa,Speechless to say about king of jungle.
Ok,Nice
I phone🤗,Nice and prompt delivery
Worth the price,Very good experience and worth buying
Wow,Excellent phone
Vim Bar in place of I phone received.,Instead of I phone xR Vim Bar was received.Request to accelerate the process of resolution.
Hhm,Vhjm
Loved it!!,Awesome phone.. camera quality is very good. Best phone. Worth it!!
Nice,No fingerprint reader
This one iz mine 😅,Really good one for lower price im loving it ✌️
Great phone,Too much good
Battery life good,Till date best battery life in IPhone.
Epic phone,Screen to body ratio
Too good,Excellent
Excellent,Excellent
Great,Amazing phone outstanding camera beast in performance
"Excellent service, delivered right on time.",I like the camera of this mobile. The photos in portrait mode are no less than DSLR camera.
Far better than android,Iphone name is enough
Awesome,My first iphone n i m happy with it....superb camera quality
Mat lena phone, Average product
Worth the money,Best for the range
Good price.Camera needs to be improved,It doesn't have a supreme iPhone look but at a good price
Maina,Apple always oswam
Xr ... Not up to mark,Phone has started to hang as more application r used simultaneously
Better than androids anytime,Better than androids anytime. Don’t hate me as i was android user from past 8 years.
Great Phone,Great phoneGood battery lifeQuick face unlockSatisfied with the purchase
Could have gone for One plus 7 for this XR pricing,The phone is too slow. It takes minutes to enter unlock and enter into an app.
Superb,Great buy
Very Usefull,Value of money  ..its exilent😎😎😎😎😎
Superb phone,1.5 day battery life
Great,Great performance and camera quality
Good product,Good product
"One of the best phone with good battery life , best camera quality","One of the best phone with good battery life , best camera quality"
Good,Average
Satisfied,Best iphone so far with good camera.... finally i am satisfied with iphone camera☺️👍must buy product
Awesome phone..,Outstanding phone...
Excellent Phone,Exceptional phone with great faceid & long lasting battery life
Amazing device,Great camera qualityAwesome UI
Failure product,Your product is defective and your commitment is third class and customer service is hopeless
Ultimate iPhone XR,Ultimate phone. No comparison. Awesome sound speakers inbuilt
Value for money,Awesome phone at such a price....got it under 44k during amazon great indian festival
Great phone,It’s a good choice to begin with who wants to try IOS instead of android
No one can beat iPhone,Awesome
Good phone,No finger print reader. Excellent camera quality and screen quality
5 out of 5,Amazing IPhone XR
iphone xr,This is awesome device in this price range.it also be powerful than one plus 7t pro .
Superb,Superb
Nice phone,Nice phone. Go for it when it is in offer period
Very good product,Cool
Not good,Voice problem
Good handset,Nice n smooth running phone.
awesome phone,awesome but heavier
Good phone but waieted phone,Nothing
Nice!,Built & Screen Quality
Review,The best product and offer is delivered here at Amazon❤️
Awesome,Awesome
Wowwww,Wowww
very good phone  with good batter back up,very good phone  with good batter back up
Satisfactory product and delivery!,Got delivered on time and really liked my phone.
Great,Good
Shishir,Good experience
Best phone I have ever had,Brilliant phone . Liked everything about it ...
I will give 2 star  out of 5,Front camera is not so good it's not clear  and phone weight is not light
Bright yellow color looks Awesome,"NIce yellow color, well received with all the accessories."
Glad to have it,Awesome
Best iPhone with value for money,The phone is absolutely good
Good phone,Good phone
Amazing product!,"Good performance, great deal on amazon!"
Fake product received,"Product was defective not working hasdsfree properly and product was duplicated,"
Apple,Good production
Where is bill ?,No fingerprint
Phone hang,Duplicate content delivery phone hanging within 1month
Fast performance and worth the money.,It’s a good smartphone from iPhone...
The BEST!!!,Simply amazing. Apple - The brand meant for quality & innovation.
Go for it,Excellent deal.
Nice phone,Excellent phone
Nice phone,Nice phone
Awesome,Awesome product
Awesome product worth buying it!!!!,This brand is best in the market for a reason.
Nice phone,Camera quality is good
Good product,"Good product, also recommended u to buy"
Awesome phone,Awesome phone
Missing.,Connector missing in the box.
Apple earpods missing,HiI didn’t received earpods with this.
not working charger,i bought this iphone but charger is not working from the first day what should i do
Very nice product,It’s a very good product
Good product,Good product at reasonable price
Superb,Nothing to say as we all know about iPhone
Excellent product,Excellent
Ok,Ok
best performance,worth buying
iPhone,Superb product
Nice,Value of money
Amazing phone with good battery life,Best phone with super battery life and super camera
👍🏻,👍🏻
Now i ve got i phone x bcoz of amazon.,Good offer by amazon. Very competitive prices.
Absolutely amazing and worth buying..,Loving it...
Amazon best service,Super
Nice iPhone,Nice iPhone
iphone XR,Thankyou so much Amazon for my new phone at discounted price.Phone is awesome.
Apple.......no equal,In this price an international brand its a good deal camera and battery awesome
First Time IOS user,After 2 months experience This is the best phone ever but sometime it’s heated.
Awesome,"Product is value worth for money,battery life is too good,camera is awesome,"
Excellent product,Satisfactory
Very good phone,Super smooth phone with excellent performance
I Phone XR,I am satisfied with the product
Iphone,Best phone ever
Suuperr,Super
Superb,Best mobile
Plz,I want my mobile bill on my e mail idMy e mail id is.  Skhokher420@gmail.com
Super phone,Nice phone battery back up is super
Build quality is avarage,Build quality is avarage# camera is good # battery is good
Good phone but little expensive at current levels,This has only face recognition and no fingerprint sensor .
Heavy and bulky,Phone is very heavy and its lost its charm when compared to old design.
Nice product,Nice face reader with great battery life and camera quality
iPhone the brand for everything,I’m not a new person in using iPhone but this Completely covered all my needs 🙂
Bestvpriduct by Apple,Just wonderful !
Cool,Good
iPhone XR,I love the camera clarity. Amazing battery life. Better than one plus 7
Amazon delivery was not good,"phone is very good camera quality, battery life and processor is excellent."
True Value product,Mind blowing features and Operating system Excellent Battery backup
Thanks for fast service ☺️☺️,My dream mobile☺️☺️
Worthy,Weight is more rather everything is good
Happy to have it,"Class product, defines why apple is best among all his counterpartsLoved every bit of it"
Superbbb,It is a wonderful mobile really if u want to buyDon’t think too much just buy
Awsome Purchase,Awsome Seller Awsome Price Awsome Product.Am Fully Satisfied.
Nice Phone love it,Phone is too good but camera quality is not good according to price..
Cooooool,Super B
worth of product,best phone for useing gameing and normal use
C,Superb
Awesome,One word :- Awesome at such price
Value for money,Got it in 38k. Value for money. Smooth experience. Camera is amazing. Go for it
Satisfied,Awsome product. Best one for apple lovers.
Good,Overall good
Awesome product,Awesome product met all my expectationThanks to amazon for delivering on time
iPhone Xr,Excellent Phone👍
Not turning on,Good experience
Nice phone,This is nice phone
Too amazing,Too good! I gifted it to my husband n he really loved it. The product is amazing!
I Like This Mobile ♥️,Super Camera..Super Battery..Totally Super Mobile..iPhone XR♥️♥️♥️
Nice product by amazone,Very nice product
Amazing Phone thankyou Amazon,well i want to keep it short and simple review for IPhone Xr is just one word “Amazing”
Awesome phone! liked it very much!,Awesome phone! liked it very much!
"Battery is amazing, face recognition is very fast",It’s little over weight comparatively 6S
Bravo,Just like bash I am totally satisfied with the phone and service
Battery,Best for battery back up
Xr Is bttrr deal at price tag of 43k,transfer 5s to 10r direct.I love my xr very much
Battery backup is very good.,sd
Best value for money,Best iPhone for the price and buttery smooth experience
Iphone xr,Product damage
Great phone must buy,"Great build quality as expected from apple , its light and rigid"
awasome product .,awasome product .
Good product,Nice phone for heavy use
Iphone😍,Best phone in best price
Not as good as old iPhones,The face recognition is slow and the built of the phone is poorer than expected.
Phone heat up Issue,My this phone got heat up automatically after 30 minutes
Nice,Excellent phone
Good product but amazon cashback cheating,iPhone XR good but amazon cashback only cheating
Super phone,Damn good phone when compared to other iPhones below 11
Not worth,The product starts restarting every time has to giv it to service centre
Apple | Worth to buy from Amazon,"Genuine product, worth to buy from Amazon, decent price for brand"
Good phone,Good
Product start functioning within warranty period,Product stopped functioning very few days after purchase
Bill issue,I haven't got any bill related to by prodect I really disappointed I want the original bill
Phenomenal,Just fantastic
Average product. Not value for money,Theta was big problem with ringtones
Like it,Okay
Super and very comfortable,Super and very good model in iPhone... I got for RS-37999 in Diwali sale
Value for money,Awesome performance. Best battery among iphones. Slightly bulky with case.
Good,A no complain product if not considered the battery life.
Amazing battery life and fluid interface.,Amazing battery life and fluid interface.
Awesome,Awesome Mobile I am very Happy with iPhone xr🌹
We enjoyed it,This phone is very good
Iphone XR white 128GB,The best battery life in iPhone history. Everything else is superb as always.
Soo good,Sooo good
Sooo gooood,First iPhone feeling sooooo good..and happy
Feedback about XR,At times I lose the screen light and can’t see anything
iPhone xr,"Good phone in terms of battery life, camera , and lcd display quality is very good."
Good,Very good
very good,I liked the features
Good buy,Good
I love it,Best
Very good product,Amazing quality
Nice,Amazing product
Santosh,Nice in budget
Goood and great,Excellent product and awesome proce
Very good,Very good phone
Great to use!😊,Feeling great to use my iPhone..As It’s Camera Quality really excellent
Love the product for playing pubg,No fingerprints but Face ID really works Good
Good,No question about itExcellent
Feedback,Black colour looks elegant and phone is super fast with great battery life
Not bad,I love this build quality and camera
good,Good produt  & good service
Delightful Deal!,Got an amazing deal. Extremely happy with the product.
AMAZING!!!!,Good product and good delivery by amazon my first apple phone😍😍😍
Overall a good phone,It is too heavy.There is no fingerprint reader.Battery life is good
Excellent,Excellent A+++
Super phone,Very nice
Five star apple lover..,Five star
Nice functioning,Nice functioning overall
Best Economical iPhone,With in three months charger not work where I will complain
Worth it..!!,Genuine product..hassle free exchange.Delivered before promised date
Awesome product,"Product is original,phone is awesome"
Superb product from Apple,Excellent phone
Face ID,Amazingly fast Face ID. Great work by apple.
Fantastic 😍,Everything is Awesone Using From 2Months No Problem 😍😍 Fantastic
Amazing,Amazing PhoneIt’s Camera Quality super
Very good,Face reader is very good.
Good,Entirely different for an android user.... But battery life is good
Brand for branded people,Excellent phone
So far so good.Nice experience.,Nice experience.So far so good.
Good phone,It's a good smart phone but battery life not satisfied as compared to price
Owsm,Battery
Super phone,Superb
Excellent,Superb
Better than the iPhone X,Good camera and fast processor. But the battery life could have been better
In a affordable range apple best product,Good product
Great product!,Awesome product.. value for money indeed!
Good phone with a poor camera,The camera quality needs a serious boost.
Cool phone,It’s cool little tougher for android user
Battery Problem,Battery Problem Under six months Purchase
Good buy,Received what was ordered
Best phone ever,It’s really a good product. Battery is good
Good,Great product in great price
Got my XR!!,"Excellent Phone, Fast delivery."
Get benefit great Indian sale,Happy to buy after 6s plus
Awsam love it,Everything is perfect 🤩
not in ordinary sale purchase in offer,one of the best purchase
Best triggers....,Amazing product... came in good condition... fast delivery
Good,Camera is not good
Exalant phone,Exalant phone ....
Good,Nice
Keep it up,Awesome
Great Phone,Excellent phone. Everything is great
Nice Phone,"Phone performance, battery life and camera Quality is assessment."
👍,screen thodi dull lagti he baki performance me dhasu he
Value of money,Amazing product
Value for money and you can purchase it in amazon without any worry,Finger print reader is working good and camera quality is also good
Good for price,Fingerprint reader is good and a excellent upgrade
Awesome,Superb mobile good camera and battery backup
Best in 40000 rupees,Its a very good product
Wow,Wow phone
Worth the Price,Terrific Buy !Proud member of Apple ecosystem ! 🔥
good,all features are 100 % good qaulity.such a like i phone xr(128)
Not up to expectations,Battery life is not sufficient for a day. Faster charger not supplied
Amazing product,Im loving it. Amazing product
One of the best pf IPhones,Hands down d best part is the battery
Xr,Best iPhone for the price you can get
Super phone,Super battery life and camera quality
Good,Google
Best,Very good
Good,Face ID don’t work in some cases
Expensive,Not worth it.
Worth,Good
G,Camera quality is not good enough at this price point
Im in love,I am and apple fanboy and I do love this phone.....
Good purchase,Best smartphone
Next level,Go for it new apple lovers best of best
NA,NA
Great experience,Be in simple word it’s awesome Iphone
Value of money,Great
Best Buy for me,Awesome camera qualityBest battery ever in an iPhone
Iphone Xr ❤️,Low price then other market 😍Blindly love it Iphone XR😻
Good battery life and awesome phone,Nice phone with good battery life
AwesoMe,Awesome
Awesome,Just awesome
Value for money,User friendly and affordable
No complaints,I’ve used it for 2 months now and i have no problem
40k best,I purchased at a very high price .Best at the 40k ramge
Good battery life,One of the good product from Apple
Great phone,Loved it
I phone 10 is oki oki,No fi finger print  sensor
Excellent phone,Excellent phone! Value for money
Good Amazon... Ur service every time is good,I like the product
Superb! Go for it,No review needed!!!! Apple is Apple always
Amoled screen would be best to increase battery performance,No finger print & battery drain to fast due to lcd screen
Amazing product,Amazing iPhone XR!
Just wow 🤩,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Loved it,Loved the Product ... Nice service Amazon... Appreciations
Best iphone,"Great phone, camera and performance"
Cheapest Price 😊,Amazing product by Apple and cheapest price from amazon
Very poor,Poor quality
"Great style, value for money",Fastest face unlock even in dark. Battery life is awesome
Back button should be in a priority manner and ease to go back,I think the back button is still hidden.Camera is absolutely best.
It's the value for money iPhone model,At this price point it's the best one can get @ an apple product
Good,Ok
Brilliant product,One word..! Simply Thope...!
This phone is awesome,I like all the features of this phone and the system is very user friendly.
Great phone,This is the best phone i ever had
Good but...,Need to improve camera quality...
Good One,Good Phone
Very nice phone,Very good camera quality and battery life as well as
Very very very very good,Very very good
Wow,I like the product
My review,Good phone
Review about iPhone Xr,Nice phone
best phone ever,no doubt it is apple.
Good phone,All is good
Perfect phone.,Good battery life. Fast face unlocking.
Loved it,It's a great phone  but it's kind of heavy then other apple mobiles
Greatest ever,Thanks for amazing price for I phone
All good,All good
Good,Good phone but battery need be improved
iPhone purchase,"Please buy from iPhone store, if you love using I phone."
Best phone,The best ever in budget
Worth buy,Good product and excellent battery life.
You won’t get a iPhone like this..absolutely beast,This is the best iPhone ever...
Luv it....,That was first i phone nd i lut it......
Value for money,Best iPhone at this price range.
iphoneXR,beautiful product with long lasting battery backup
Awesome... But weighted,Battery is Better than previous iPhones
Great product,This is really a great product on this price.
Feedback,My data cable started to getting damage
Worth buying,Awesome
Most Loved iPhone,Perfect iPhone
best iphone ever,Highly recommended top performance in low price
I insist to  buy this phone,Dope phone  fast during gaming
Very worthy,Awesome phone
Great upgrade from 6s,Perfect upgrade from 6s.
Wont be disappointed,Really go for it without hesitating you wont regret it
Great to have,Nice and beautiful product
Awesome,Best deal got @ ₹37999/- only.
Excellent,Excellent product
Splendid phone,Worthy product
Top NOTCH device,I hate the notch and that’s itIs an unbelievably amazing
Good phone,Could be more user friendly if call recorder be there.
Iphone not detecting headphones,Iphone is not detecting headphones within 2 weeks after buying...
Okay Okay,Good Phone.A bit over weighted & overpriced.
good,slow charging
.,Battery is v gud nd camera is excellent
The best iphone,Best iphone ever and wonderful battery life
Best piece of technology,This product is worth the bucks !!!
V,Good
Excellent,Nice one. Complete
❤️❤️❤️,Apple without any doubt its the best ph ❤️
Good,I just like them
Worth it,I liked it
Best Class,Best class
EXILENT,EXILENT
Worth in this budget,Very nice product ..apple always rocks ..
Too fast delivery,Product is very nice and delivery by Amazon is just superb
Sexiest phone and seller is the best,I loved this phone worth buying it❤
Superb,Great battery backup
Amazing features,This product is very good....
Happy with XR,It's good than Android phones
Product Defect,Major Issues with the product
Superb phone,Awesome product this. I really enjoyed
iPhone XR,No fingerprint reader
👌👌👌,No fingerprint reader
Not a good product,Was not a good choice
XR,Good performance but display n battery thumbs down
Love For IPhone,Best in every aspect
Super mobile,Just love it.
Superb phone,Amazing phone
Great Buy,Excellent product. Very satisfied
I phone lover. Awesome phone,It's awesome .very friendly. Love it .
Earphon,Earphones damaged in just 5 months
Battery is very bad,Battery is not good
Iphone XR,Genuine apple product and also a great phone in this Budget.
Great phone,Excellent product with great battery life and powerful camera.
Best Buy of my life,Really nice phone
Ultimate phone,Superb phone .I got it 40100 only.
Awesome,Really awesome mobile
iPhone XR,Amazing. Worth it.
superb,nice..
Good phone,Overall good experience with the phone
A good phone from a good marketing website,I got my iPhone in a very good condition and was very happy
15 days later the display does not work,15 days later the display does not work
Good,🥰🥰
Awesome,Good
Can’t go wrong with this iPhone at this price,Excellent phone at a wonderful price
Excellent phone,Wonderful phone and camera
Best phone,Best
Good product.,Good product.
XR,Best latest Apple mobile for the best price
iPhone for everyone,Faster and full day battery life
Best iPhone ever,Awesome!
Awesome,Awesome!
Best Iphone,Worth The Money !
Awesome,Nicest
Good,Good performance and battery backup
Battery is good,"Battery is good, I am Happy with this new phone."
Nice phone,Superb. Thank you amazon for next day delivery.
Good deal,Good deal
Iphone x5,Great device....total satisfaction
Damage product,The mobile which we received is damaged one
Super,Nice and best mobile
Awesome,Simply superb. Worth every penny.
Awesome phone,Face ID works bestPhone is a lill bit heavy
Awesome,Great phone
Beautiful device,Beautiful
Best model,Best iphone model in 2019
you can buy  this product it is fantastic,this product is very nice
Not a good buy rather iPhone X is better,Not up to the mark
Quality product!!,Quality product!!
Excellent build quality,Best phone to buy
👍,Excellent
iphone can be buy if it is available in good prices.,bought this phone because of good prices.
Satisfied with product,Awesome phone.... Bought it in 47900 for 128 GB capacity
Good deal,Amazing phone at 38000
Battery life poor,Battery life poor
Xr,Good battery life
Good product,Excellent
Excellent product,Amazing battery life and camera quality.
Nice phone great look Esim is not good its should be physical Sim both,Fast is unlock
Good product,It’s buatifull product...
Amazing,Amazing..
Love it,A fantastic ❤️😍
Product faulty,Data cable  is faulty.
Genuine review,Awesome product from apple
Ip,It’s good but still chances for better
Good phone,Good phone and better performance
Amazing one,It’s very good & I like it
Good but poor build quality. Deserves 4 star,Everything is great but charging problem is there....
Wonderful gadget at a great price.,Wonderful gadget at a great price.
Value for money,Face ID is great
Good value for money,Good quality photos.. sufficient space available
I Love Apple,Good one
Nice,Good one
Loved it,Loved it
Awesome phone,All well
Awsm phn,Best phn... Awsm experience.. Best camera...
😍,Awesome smart ph to n this range
Satisfied with product,Good product
As expected,"Up to the expectations, original one"
Fine,Fine
Awesome,Everything z perfectI jzt luved the product
Camera is not so good,Camera is not so good
Nice original product... Happy,Nice phone
Awesome,Battery Life is Superb.
Amazing,"Amazing product,100%Original and timely delivery by Amazon. Loved it."
Thanks amazon,Awesome phone get it at very low price on amazon
Apple i Phone review,Good for the valuePrompt and safe delivery
Worth the money,Excellent phone
iPhone XR,Nice phone
"If you dont have an Iphone, you dont have an Iphone",Worth everything. Apple❤
iPhone XR is looking so gud,Fabulous phone
Yo,Perfect!
Awesome,One word awesome
APPLE XR,Superb..!! Thank you Amazon
Neat,Does the job.
Marvellous,Outstanding performance
Awesome Purchase ♥️♥️,Battery life is so good and looks so good in white color 😍
Good product,God’s proud from iPhone
Nice product,Sometime heating device
Worth buying,Awesome product
I phone XR,value for money
Nice product,Worth for money
Master piece at a great price,Got it for 36k after discount.. great price
Flashlight not blink.,Flashlight not blink.
"Don't buy, it's not worth",Good
Product is excellent,Camera quality is best
nice one,nice product.. i luv this...
Excellent,Worth for money just go for it
Worth it,Super phone im fully satisfied
best phone one can have in this budget,Delivered on time. liked it
Apple alway on top,Really awesome mobile...and fast delivered by amazon..
Go with XR without any confusion this is completely a good package,Only One word i have.... Excellent
Nice,Great product
😘,Love it  XrDelivery on time thanks to amazon
What a phone,A beast with the best battery life...
Worth it!,A good budget phone!
Superb,Good performance and an awsome product from Apple
No 1 Apple iPhone,Good Apple product
Good,Value for money
Happy with this product,Good product from iPhone
Great product,Highly satisfied with my purchase and amazon delivery.
Nice phone,Good working. Battery back up superb.
Superb quality,Amazing phone under this range. Nice upgrade APPLE
Perfect,Amazing
Worst set ever have,Don’t buyBiggest mistake
Awesome,Great
Issue in hearing,Voice not clear in callsNot clear in handfree as well
iPhone XR black - Happy to buy it online,It’s a genuine product with Apple warranty.
Satisfied,Overall good product.
Best Deal For Best price...!!,Charging slow...!!!
Nice Phone,Good Quality
Iphone xr is a best iphone,This iphone is a best iphone battery life is excellent
Trustable,Product got delivered as expected. Excellent!!
It was for ed but some one used,Item defective
Good overall,Nice phone
Good product,Display size is decent
Very good,Overall fantastic 👌
Good experience with Amazon,Beautiful productGood working
Superb one,Excellent product!!!
Good product,Superb mobile to use
Go for it,Good but but heavier
Satisfied,Superb color
Very nice 👌,Very nice 👌
Good product,Little heavy
Camera,Good Quality
Adorable,Delivery on timeLoved it
Good,Worth to buy...!
Gajab phone hai re dadda,Awesome
Can buy,It was an upgrade from 6S to XR not happy that much
Value for money,Excellent battery backup & camera
Nice writing review after 6 months,Amazing product
Superb mobile 👍,Good product
Waste of money.,It is waste of money.
Review of XR,Face recognition is not as per acceptance.
Awesome camera,Best camera in this price
Good phone,One of the best Iphone ever
good,Good
Wow,The best
Best value phon,Amazing fast delivery by Amazon best value phon
Not charging till 100%,The battery was charging up to 84% only it was not getting up to 100%charge
Perfect mobile,Awesome experience
Good product,Nice experience
Excellent,All super
Awesome,Everything seems good. Love it
Amazing as expected,Nothing to complain
Charger not working,Charger not working
Good,Good battery backup
Awesome,iPhone is iPhone 💕
excellent,very good
XR 2018 - Still a great Phone to buy in 2020,Great Phone
in a month its charger failed,bad product
Beautiful,Beautiful
Best Iphone in budget,Nice product .Brought in 38 K during sell.
Nice phone for gaming,Osm
Hoof,Good
Impressive,Worth the money
Iphone Xr I Love You 🙈🙈,It's better than anything must buy😍😍
No bill received,No bill received
Excellent product,Thank you Amazon... this iPhone is incredible..
I love Apple products,Beautiful phone in red 😍
Face Id,It's face recognition system is brilliant.
Value for money,Best value for money among the apple line up
Super cool,Great product with apple price
Xr is best,Best iphone in market in 2019
Invoice,I want an copy of invoice of this order
Awesome phone,Unbeatable camera and battery life ...
Nice,Battery back is very good
Great deal amazing photo,My first Iphone... 👍👍.. Loved it.. Great deal
Excellent,Excellent phone worth of money
Best,Nice
Awesome,Awesome mobile with great camera performance.
Ring tone issue,Ring tone is very very low since few days ?
Worth the money,Got in offer. Super deal
Class,It’s apple then what’s the question?
Awesome,Switch iphone 7 to iphone xr
Bill not received,Phone is all over good but I didn’t received the bill
Worth the Price,The phone works amazing well with great features.
It’s awesome...,It’s awesome...
Simply breathtaking!!,Just breathtaking!! Thumbs up!! No second thoughts!! Just go for it!!
Wonderful,iPhone is iPhone
Go for it!,Easy to use. Nice design
Best product from iphone at this price,Wonderful
Its very nice product,It’s very nice phone also battery is so good
Display problem,Defective.. there is a blue dot in the display.
Wow Apple,Fantastic. Nothing more.
Great phone. Must buy.Go for it,Great battery backup. More than expected.
